token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,call_put
62451,360ONE31JUL251060PE,360ONE,2025-07-31,251060.0,500,OPTSTK,NFO,5.000000,PE
62496,360ONE31JUL251300CE,360ONE,2025-07-31,251300.0,500,OPTSTK,NFO,5.000000,CE
62518,360ONE31JUL251400CE,360ONE,2025-07-31,251400.0,500,OPTSTK,NFO,5.000000,CE
62388,360ONE31JUL251000CE,360ONE,2025-07-31,251000.0,500,OPTSTK,NFO,5.000000,CE
62450,360ONE31JUL251060CE,360ONE,2025-07-31,251060.0,500,OPTSTK,NFO,5.000000,CE
62490,360ONE31JUL251240CE,360ONE,2025-07-31,251240.0,500,OPTSTK,NFO,5.000000,CE
62491,360ONE31JUL251240PE,360ONE,2025-07-31,251240.0,500,OPTSTK,NFO,5.000000,PE
62514,360ONE31JUL251360CE,360ONE,2025-07-31,251360.0,500,OPTSTK,NFO,5.000000,CE
62517,360ONE31JUL251380PE,360ONE,2025-07-31,251380.0,500,OPTSTK,NFO,5.000000,PE
53218,AARTIIND31JUL25FUT,AARTIIND,2025-07-31,0.0,1325,FUTSTK,NFO,5.000000,
56945,AARTIIND31JUL25420CE,AARTIIND,2025-07-31,25420.0,1325,OPTSTK,NFO,5.000000,CE
56948,AARTIIND31JUL25420PE,AARTIIND,2025-07-31,25420.0,1325,OPTSTK,NFO,5.000000,PE
56949,AARTIIND31JUL25430CE,AARTIIND,2025-07-31,25430.0,1325,OPTSTK,NFO,5.000000,CE
56935,AARTIIND31JUL25380CE,AARTIIND,2025-07-31,25380.0,1325,OPTSTK,NFO,5.000000,CE
56951,AARTIIND31JUL25440CE,AARTIIND,2025-07-31,25440.0,1325,OPTSTK,NFO,5.000000,CE
56965,AARTIIND31JUL25470CE,AARTIIND,2025-07-31,25470.0,1325,OPTSTK,NFO,5.000000,CE
56959,AARTIIND31JUL25450CE,AARTIIND,2025-07-31,25450.0,1325,OPTSTK,NFO,5.000000,CE
56979,AARTIIND31JUL25500CE,AARTIIND,2025-07-31,25500.0,1325,OPTSTK,NFO,5.000000,CE
56980,AARTIIND31JUL25500PE,AARTIIND,2025-07-31,25500.0,1325,OPTSTK,NFO,5.000000,PE
56939,AARTIIND31JUL25400CE,AARTIIND,2025-07-31,25400.0,1325,OPTSTK,NFO,5.000000,CE
56963,AARTIIND31JUL25460CE,AARTIIND,2025-07-31,25460.0,1325,OPTSTK,NFO,5.000000,CE
56993,AARTIIND31JUL25530CE,AARTIIND,2025-07-31,25530.0,1325,OPTSTK,NFO,5.000000,CE
56981,AARTIIND31JUL25510CE,AARTIIND,2025-07-31,25510.0,1325,OPTSTK,NFO,5.000000,CE
74612,AARTIIND31JUL25475PE,AARTIIND,2025-07-31,25475.0,1325,OPTSTK,NFO,5.000000,PE
74615,AARTIIND31JUL25485PE,AARTIIND,2025-07-31,25485.0,1325,OPTSTK,NFO,5.000000,PE
74627,AARTIIND31JUL25505CE,AARTIIND,2025-07-31,25505.0,1325,OPTSTK,NFO,5.000000,CE
74603,AARTIIND31JUL25435CE,AARTIIND,2025-07-31,25435.0,1325,OPTSTK,NFO,5.000000,CE
74604,AARTIIND31JUL25435PE,AARTIIND,2025-07-31,25435.0,1325,OPTSTK,NFO,5.000000,PE
74611,AARTIIND31JUL25475CE,AARTIIND,2025-07-31,25475.0,1325,OPTSTK,NFO,5.000000,CE
56936,AARTIIND31JUL25380PE,AARTIIND,2025-07-31,25380.0,1325,OPTSTK,NFO,5.000000,PE
56943,AARTIIND31JUL25410CE,AARTIIND,2025-07-31,25410.0,1325,OPTSTK,NFO,5.000000,CE
56950,AARTIIND31JUL25430PE,AARTIIND,2025-07-31,25430.0,1325,OPTSTK,NFO,5.000000,PE
56964,AARTIIND31JUL25460PE,AARTIIND,2025-07-31,25460.0,1325,OPTSTK,NFO,5.000000,PE
56977,AARTIIND31JUL25490CE,AARTIIND,2025-07-31,25490.0,1325,OPTSTK,NFO,5.000000,CE
56978,AARTIIND31JUL25490PE,AARTIIND,2025-07-31,25490.0,1325,OPTSTK,NFO,5.000000,PE
56938,AARTIIND31JUL25390PE,AARTIIND,2025-07-31,25390.0,1325,OPTSTK,NFO,5.000000,PE
56942,AARTIIND31JUL25400PE,AARTIIND,2025-07-31,25400.0,1325,OPTSTK,NFO,5.000000,PE
56958,AARTIIND31JUL25440PE,AARTIIND,2025-07-31,25440.0,1325,OPTSTK,NFO,5.000000,PE
56974,AARTIIND31JUL25470PE,AARTIIND,2025-07-31,25470.0,1325,OPTSTK,NFO,5.000000,PE
56976,AARTIIND31JUL25480PE,AARTIIND,2025-07-31,25480.0,1325,OPTSTK,NFO,5.000000,PE
56982,AARTIIND31JUL25510PE,AARTIIND,2025-07-31,25510.0,1325,OPTSTK,NFO,5.000000,PE
56944,AARTIIND31JUL25410PE,AARTIIND,2025-07-31,25410.0,1325,OPTSTK,NFO,5.000000,PE
56975,AARTIIND31JUL25480CE,AARTIIND,2025-07-31,25480.0,1325,OPTSTK,NFO,5.000000,CE
56992,AARTIIND31JUL25520PE,AARTIIND,2025-07-31,25520.0,1325,OPTSTK,NFO,5.000000,PE
56997,AARTIIND31JUL25540CE,AARTIIND,2025-07-31,25540.0,1325,OPTSTK,NFO,5.000000,CE
56983,AARTIIND31JUL25520CE,AARTIIND,2025-07-31,25520.0,1325,OPTSTK,NFO,5.000000,CE
56996,AARTIIND31JUL25530PE,AARTIIND,2025-07-31,25530.0,1325,OPTSTK,NFO,5.000000,PE
57000,AARTIIND31JUL25540PE,AARTIIND,2025-07-31,25540.0,1325,OPTSTK,NFO,5.000000,PE
56937,AARTIIND31JUL25390CE,AARTIIND,2025-07-31,25390.0,1325,OPTSTK,NFO,5.000000,CE
56962,AARTIIND31JUL25450PE,AARTIIND,2025-07-31,25450.0,1325,OPTSTK,NFO,5.000000,PE
74613,AARTIIND31JUL25485CE,AARTIIND,2025-07-31,25485.0,1325,OPTSTK,NFO,5.000000,CE
74631,AARTIIND31JUL25515CE,AARTIIND,2025-07-31,25515.0,1325,OPTSTK,NFO,5.000000,CE
74635,AARTIIND31JUL25525CE,AARTIIND,2025-07-31,25525.0,1325,OPTSTK,NFO,5.000000,CE
74640,AARTIIND31JUL25525PE,AARTIIND,2025-07-31,25525.0,1325,OPTSTK,NFO,5.000000,PE
74607,AARTIIND31JUL25455CE,AARTIIND,2025-07-31,25455.0,1325,OPTSTK,NFO,5.000000,CE
74600,AARTIIND31JUL25415PE,AARTIIND,2025-07-31,25415.0,1325,OPTSTK,NFO,5.000000,PE
74608,AARTIIND31JUL25455PE,AARTIIND,2025-07-31,25455.0,1325,OPTSTK,NFO,5.000000,PE
74616,AARTIIND31JUL25495CE,AARTIIND,2025-07-31,25495.0,1325,OPTSTK,NFO,5.000000,CE
74548,AARTIIND31JUL25405PE,AARTIIND,2025-07-31,25405.0,1325,OPTSTK,NFO,5.000000,PE
74605,AARTIIND31JUL25445CE,AARTIIND,2025-07-31,25445.0,1325,OPTSTK,NFO,5.000000,CE
74606,AARTIIND31JUL25445PE,AARTIIND,2025-07-31,25445.0,1325,OPTSTK,NFO,5.000000,PE
74609,AARTIIND31JUL25465CE,AARTIIND,2025-07-31,25465.0,1325,OPTSTK,NFO,5.000000,CE
74546,AARTIIND31JUL25395PE,AARTIIND,2025-07-31,25395.0,1325,OPTSTK,NFO,5.000000,PE
74602,AARTIIND31JUL25425PE,AARTIIND,2025-07-31,25425.0,1325,OPTSTK,NFO,5.000000,PE
74610,AARTIIND31JUL25465PE,AARTIIND,2025-07-31,25465.0,1325,OPTSTK,NFO,5.000000,PE
74630,AARTIIND31JUL25505PE,AARTIIND,2025-07-31,25505.0,1325,OPTSTK,NFO,5.000000,PE
64105,ABB28AUG25FUT,ABB,2025-08-28,0.0,125,FUTSTK,NFO,50.000000,
53219,ABB31JUL25FUT,ABB,2025-07-31,0.0,125,FUTSTK,NFO,50.000000,
57266,ABB31JUL254600CE,ABB,2025-07-31,254600.0,125,OPTSTK,NFO,5.000000,CE
57366,ABB31JUL254800PE,ABB,2025-07-31,254800.0,125,OPTSTK,NFO,5.000000,PE
57428,ABB31JUL255000PE,ABB,2025-07-31,255000.0,125,OPTSTK,NFO,5.000000,PE
57464,ABB31JUL255400PE,ABB,2025-07-31,255400.0,125,OPTSTK,NFO,5.000000,PE
57481,ABB31JUL255600PE,ABB,2025-07-31,255600.0,125,OPTSTK,NFO,5.000000,PE
57773,ABB31JUL257000CE,ABB,2025-07-31,257000.0,125,OPTSTK,NFO,5.000000,CE
57337,ABB31JUL254800CE,ABB,2025-07-31,254800.0,125,OPTSTK,NFO,5.000000,CE
57367,ABB31JUL255000CE,ABB,2025-07-31,255000.0,125,OPTSTK,NFO,5.000000,CE
57461,ABB31JUL255400CE,ABB,2025-07-31,255400.0,125,OPTSTK,NFO,5.000000,CE
57500,ABB31JUL256000CE,ABB,2025-07-31,256000.0,125,OPTSTK,NFO,5.000000,CE
57528,ABB31JUL256200CE,ABB,2025-07-31,256200.0,125,OPTSTK,NFO,5.000000,CE
57482,ABB31JUL255800CE,ABB,2025-07-31,255800.0,125,OPTSTK,NFO,5.000000,CE
57579,ABB31JUL256600PE,ABB,2025-07-31,256600.0,125,OPTSTK,NFO,5.000000,PE
57581,ABB31JUL256800PE,ABB,2025-07-31,256800.0,125,OPTSTK,NFO,5.000000,PE
74682,ABB31JUL255100CE,ABB,2025-07-31,255100.0,125,OPTSTK,NFO,5.000000,CE
74692,ABB31JUL255700CE,ABB,2025-07-31,255700.0,125,OPTSTK,NFO,5.000000,CE
74695,ABB31JUL255900PE,ABB,2025-07-31,255900.0,125,OPTSTK,NFO,5.000000,PE
74702,ABB31JUL256300PE,ABB,2025-07-31,256300.0,125,OPTSTK,NFO,5.000000,PE
74694,ABB31JUL255900CE,ABB,2025-07-31,255900.0,125,OPTSTK,NFO,5.000000,CE
74698,ABB31JUL256100CE,ABB,2025-07-31,256100.0,125,OPTSTK,NFO,5.000000,CE
74699,ABB31JUL256100PE,ABB,2025-07-31,256100.0,125,OPTSTK,NFO,5.000000,PE
74706,ABB31JUL256700PE,ABB,2025-07-31,256700.0,125,OPTSTK,NFO,5.000000,PE
74703,ABB31JUL256500CE,ABB,2025-07-31,256500.0,125,OPTSTK,NFO,5.000000,CE
74705,ABB31JUL256700CE,ABB,2025-07-31,256700.0,125,OPTSTK,NFO,5.000000,CE
57268,ABB31JUL254600PE,ABB,2025-07-31,254600.0,125,OPTSTK,NFO,5.000000,PE
57580,ABB31JUL256800CE,ABB,2025-07-31,256800.0,125,OPTSTK,NFO,5.000000,CE
57774,ABB31JUL257000PE,ABB,2025-07-31,257000.0,125,OPTSTK,NFO,5.000000,PE
57541,ABB31JUL256400PE,ABB,2025-07-31,256400.0,125,OPTSTK,NFO,5.000000,PE
57578,ABB31JUL256600CE,ABB,2025-07-31,256600.0,125,OPTSTK,NFO,5.000000,CE
57501,ABB31JUL256000PE,ABB,2025-07-31,256000.0,125,OPTSTK,NFO,5.000000,PE
57529,ABB31JUL256200PE,ABB,2025-07-31,256200.0,125,OPTSTK,NFO,5.000000,PE
57460,ABB31JUL255200PE,ABB,2025-07-31,255200.0,125,OPTSTK,NFO,5.000000,PE
57429,ABB31JUL255200CE,ABB,2025-07-31,255200.0,125,OPTSTK,NFO,5.000000,CE
57465,ABB31JUL255600CE,ABB,2025-07-31,255600.0,125,OPTSTK,NFO,5.000000,CE
57483,ABB31JUL255800PE,ABB,2025-07-31,255800.0,125,OPTSTK,NFO,5.000000,PE
57535,ABB31JUL256400CE,ABB,2025-07-31,256400.0,125,OPTSTK,NFO,5.000000,CE
74683,ABB31JUL255100PE,ABB,2025-07-31,255100.0,125,OPTSTK,NFO,5.000000,PE
74701,ABB31JUL256300CE,ABB,2025-07-31,256300.0,125,OPTSTK,NFO,5.000000,CE
74691,ABB31JUL255500PE,ABB,2025-07-31,255500.0,125,OPTSTK,NFO,5.000000,PE
74686,ABB31JUL255300CE,ABB,2025-07-31,255300.0,125,OPTSTK,NFO,5.000000,CE
74690,ABB31JUL255500CE,ABB,2025-07-31,255500.0,125,OPTSTK,NFO,5.000000,CE
74704,ABB31JUL256500PE,ABB,2025-07-31,256500.0,125,OPTSTK,NFO,5.000000,PE
74687,ABB31JUL255300PE,ABB,2025-07-31,255300.0,125,OPTSTK,NFO,5.000000,PE
74693,ABB31JUL255700PE,ABB,2025-07-31,255700.0,125,OPTSTK,NFO,5.000000,PE
53220,ABCAPITAL31JUL25FUT,ABCAPITAL,2025-07-31,0.0,3100,FUTSTK,NFO,5.000000,
64106,ABCAPITAL28AUG25FUT,ABCAPITAL,2025-08-28,0.0,3100,FUTSTK,NFO,5.000000,
35098,ABCAPITAL31JUL25300CE,ABCAPITAL,2025-07-31,25300.0,3100,OPTSTK,NFO,5.000000,CE
35396,ABCAPITAL31JUL25277.5PE,ABCAPITAL,2025-07-31,52775.0,3100,OPTSTK,NFO,5.000000,PE
40398,ABCAPITAL31JUL25305PE,ABCAPITAL,2025-07-31,25305.0,3100,OPTSTK,NFO,5.000000,PE
43661,ABCAPITAL31JUL25287.5CE,ABCAPITAL,2025-07-31,52875.0,3100,OPTSTK,NFO,5.000000,CE
49513,ABCAPITAL31JUL25255PE,ABCAPITAL,2025-07-31,25255.0,3100,OPTSTK,NFO,5.000000,PE
49517,ABCAPITAL31JUL25280PE,ABCAPITAL,2025-07-31,25280.0,3100,OPTSTK,NFO,5.000000,PE
47082,ABCAPITAL31JUL25270PE,ABCAPITAL,2025-07-31,25270.0,3100,OPTSTK,NFO,5.000000,PE
49512,ABCAPITAL31JUL25255CE,ABCAPITAL,2025-07-31,25255.0,3100,OPTSTK,NFO,5.000000,CE
49514,ABCAPITAL31JUL25265CE,ABCAPITAL,2025-07-31,25265.0,3100,OPTSTK,NFO,5.000000,CE
58979,ABCAPITAL31JUL25200CE,ABCAPITAL,2025-07-31,25200.0,3100,OPTSTK,NFO,5.000000,CE
58980,ABCAPITAL31JUL25200PE,ABCAPITAL,2025-07-31,25200.0,3100,OPTSTK,NFO,5.000000,PE
58995,ABCAPITAL31JUL25240CE,ABCAPITAL,2025-07-31,25240.0,3100,OPTSTK,NFO,5.000000,CE
58988,ABCAPITAL31JUL25220PE,ABCAPITAL,2025-07-31,25220.0,3100,OPTSTK,NFO,5.000000,PE
58984,ABCAPITAL31JUL25210PE,ABCAPITAL,2025-07-31,25210.0,3100,OPTSTK,NFO,5.000000,PE
58987,ABCAPITAL31JUL25220CE,ABCAPITAL,2025-07-31,25220.0,3100,OPTSTK,NFO,5.000000,CE
47081,ABCAPITAL31JUL25270CE,ABCAPITAL,2025-07-31,25270.0,3100,OPTSTK,NFO,5.000000,CE
58990,ABCAPITAL31JUL25225PE,ABCAPITAL,2025-07-31,25225.0,3100,OPTSTK,NFO,5.000000,PE
58993,ABCAPITAL31JUL25235CE,ABCAPITAL,2025-07-31,25235.0,3100,OPTSTK,NFO,5.000000,CE
58999,ABCAPITAL31JUL25250CE,ABCAPITAL,2025-07-31,25250.0,3100,OPTSTK,NFO,5.000000,CE
59001,ABCAPITAL31JUL25260CE,ABCAPITAL,2025-07-31,25260.0,3100,OPTSTK,NFO,5.000000,CE
74834,ABCAPITAL31JUL25252.5CE,ABCAPITAL,2025-07-31,52525.0,3100,OPTSTK,NFO,5.000000,CE
74844,ABCAPITAL31JUL25272.5PE,ABCAPITAL,2025-07-31,52725.0,3100,OPTSTK,NFO,5.000000,PE
74850,ABCAPITAL31JUL25290CE,ABCAPITAL,2025-07-31,25290.0,3100,OPTSTK,NFO,5.000000,CE
74851,ABCAPITAL31JUL25290PE,ABCAPITAL,2025-07-31,25290.0,3100,OPTSTK,NFO,5.000000,PE
74836,ABCAPITAL31JUL25257.5CE,ABCAPITAL,2025-07-31,52575.0,3100,OPTSTK,NFO,5.000000,CE
74853,ABCAPITAL31JUL25295PE,ABCAPITAL,2025-07-31,25295.0,3100,OPTSTK,NFO,5.000000,PE
74811,ABCAPITAL31JUL25212.5PE,ABCAPITAL,2025-07-31,52125.0,3100,OPTSTK,NFO,5.000000,PE
74846,ABCAPITAL31JUL25275PE,ABCAPITAL,2025-07-31,25275.0,3100,OPTSTK,NFO,5.000000,PE
74847,ABCAPITAL31JUL25285CE,ABCAPITAL,2025-07-31,25285.0,3100,OPTSTK,NFO,5.000000,CE
74842,ABCAPITAL31JUL25267.5PE,ABCAPITAL,2025-07-31,52675.0,3100,OPTSTK,NFO,5.000000,PE
74845,ABCAPITAL31JUL25275CE,ABCAPITAL,2025-07-31,25275.0,3100,OPTSTK,NFO,5.000000,CE
35185,ABCAPITAL31JUL25245PE,ABCAPITAL,2025-07-31,25245.0,3100,OPTSTK,NFO,5.000000,PE
40394,ABCAPITAL31JUL25282.5PE,ABCAPITAL,2025-07-31,52825.0,3100,OPTSTK,NFO,5.000000,PE
40397,ABCAPITAL31JUL25305CE,ABCAPITAL,2025-07-31,25305.0,3100,OPTSTK,NFO,5.000000,CE
40393,ABCAPITAL31JUL25282.5CE,ABCAPITAL,2025-07-31,52825.0,3100,OPTSTK,NFO,5.000000,CE
40400,ABCAPITAL31JUL25310PE,ABCAPITAL,2025-07-31,25310.0,3100,OPTSTK,NFO,5.000000,PE
43662,ABCAPITAL31JUL25287.5PE,ABCAPITAL,2025-07-31,52875.0,3100,OPTSTK,NFO,5.000000,PE
40399,ABCAPITAL31JUL25310CE,ABCAPITAL,2025-07-31,25310.0,3100,OPTSTK,NFO,5.000000,CE
35101,ABCAPITAL31JUL25300PE,ABCAPITAL,2025-07-31,25300.0,3100,OPTSTK,NFO,5.000000,PE
35184,ABCAPITAL31JUL25245CE,ABCAPITAL,2025-07-31,25245.0,3100,OPTSTK,NFO,5.000000,CE
35394,ABCAPITAL31JUL25277.5CE,ABCAPITAL,2025-07-31,52775.0,3100,OPTSTK,NFO,5.000000,CE
58982,ABCAPITAL31JUL25205PE,ABCAPITAL,2025-07-31,25205.0,3100,OPTSTK,NFO,5.000000,PE
45362,ABCAPITAL31JUL25320CE,ABCAPITAL,2025-07-31,25320.0,3100,OPTSTK,NFO,5.000000,CE
49515,ABCAPITAL31JUL25265PE,ABCAPITAL,2025-07-31,25265.0,3100,OPTSTK,NFO,5.000000,PE
59002,ABCAPITAL31JUL25260PE,ABCAPITAL,2025-07-31,25260.0,3100,OPTSTK,NFO,5.000000,PE
49516,ABCAPITAL31JUL25280CE,ABCAPITAL,2025-07-31,25280.0,3100,OPTSTK,NFO,5.000000,CE
58996,ABCAPITAL31JUL25240PE,ABCAPITAL,2025-07-31,25240.0,3100,OPTSTK,NFO,5.000000,PE
45363,ABCAPITAL31JUL25320PE,ABCAPITAL,2025-07-31,25320.0,3100,OPTSTK,NFO,5.000000,PE
58991,ABCAPITAL31JUL25230CE,ABCAPITAL,2025-07-31,25230.0,3100,OPTSTK,NFO,5.000000,CE
58992,ABCAPITAL31JUL25230PE,ABCAPITAL,2025-07-31,25230.0,3100,OPTSTK,NFO,5.000000,PE
58994,ABCAPITAL31JUL25235PE,ABCAPITAL,2025-07-31,25235.0,3100,OPTSTK,NFO,5.000000,PE
59000,ABCAPITAL31JUL25250PE,ABCAPITAL,2025-07-31,25250.0,3100,OPTSTK,NFO,5.000000,PE
58986,ABCAPITAL31JUL25215PE,ABCAPITAL,2025-07-31,25215.0,3100,OPTSTK,NFO,5.000000,PE
58989,ABCAPITAL31JUL25225CE,ABCAPITAL,2025-07-31,25225.0,3100,OPTSTK,NFO,5.000000,CE
74818,ABCAPITAL31JUL25227.5CE,ABCAPITAL,2025-07-31,52275.0,3100,OPTSTK,NFO,5.000000,CE
74852,ABCAPITAL31JUL25295CE,ABCAPITAL,2025-07-31,25295.0,3100,OPTSTK,NFO,5.000000,CE
74835,ABCAPITAL31JUL25252.5PE,ABCAPITAL,2025-07-31,52525.0,3100,OPTSTK,NFO,5.000000,PE
74843,ABCAPITAL31JUL25272.5CE,ABCAPITAL,2025-07-31,52725.0,3100,OPTSTK,NFO,5.000000,CE
74848,ABCAPITAL31JUL25285PE,ABCAPITAL,2025-07-31,25285.0,3100,OPTSTK,NFO,5.000000,PE
74809,ABCAPITAL31JUL25207.5PE,ABCAPITAL,2025-07-31,52075.0,3100,OPTSTK,NFO,5.000000,PE
74813,ABCAPITAL31JUL25217.5PE,ABCAPITAL,2025-07-31,52175.0,3100,OPTSTK,NFO,5.000000,PE
74823,ABCAPITAL31JUL25237.5CE,ABCAPITAL,2025-07-31,52375.0,3100,OPTSTK,NFO,5.000000,CE
74839,ABCAPITAL31JUL25262.5CE,ABCAPITAL,2025-07-31,52625.0,3100,OPTSTK,NFO,5.000000,CE
74840,ABCAPITAL31JUL25262.5PE,ABCAPITAL,2025-07-31,52625.0,3100,OPTSTK,NFO,5.000000,PE
74841,ABCAPITAL31JUL25267.5CE,ABCAPITAL,2025-07-31,52675.0,3100,OPTSTK,NFO,5.000000,CE
74837,ABCAPITAL31JUL25257.5PE,ABCAPITAL,2025-07-31,52575.0,3100,OPTSTK,NFO,5.000000,PE
53221,ABFRL31JUL25FUT,ABFRL,2025-07-31,0.0,2600,FUTSTK,NFO,1.000000,
64107,ABFRL28AUG25FUT,ABFRL,2025-08-28,0.0,2600,FUTSTK,NFO,1.000000,
53506,ABFRL31JUL2580PE,ABFRL,2025-07-31,2580.0,2600,OPTSTK,NFO,5.000000,PE
53463,ABFRL31JUL2560CE,ABFRL,2025-07-31,2560.0,2600,OPTSTK,NFO,5.000000,CE
53593,ABFRL31JUL25100CE,ABFRL,2025-07-31,25100.0,2600,OPTSTK,NFO,5.000000,CE
63154,ABFRL31JUL2568CE,ABFRL,2025-07-31,2568.0,2600,OPTSTK,NFO,5.000000,CE
63156,ABFRL31JUL2569CE,ABFRL,2025-07-31,2569.0,2600,OPTSTK,NFO,5.000000,CE
63160,ABFRL31JUL2572CE,ABFRL,2025-07-31,2572.0,2600,OPTSTK,NFO,5.000000,CE
63170,ABFRL31JUL2578CE,ABFRL,2025-07-31,2578.0,2600,OPTSTK,NFO,5.000000,CE
63171,ABFRL31JUL2578PE,ABFRL,2025-07-31,2578.0,2600,OPTSTK,NFO,5.000000,PE
63173,ABFRL31JUL2579PE,ABFRL,2025-07-31,2579.0,2600,OPTSTK,NFO,5.000000,PE
63205,ABFRL31JUL2588CE,ABFRL,2025-07-31,2588.0,2600,OPTSTK,NFO,5.000000,CE
63220,ABFRL31JUL2592CE,ABFRL,2025-07-31,2592.0,2600,OPTSTK,NFO,5.000000,CE
53638,ABFRL31JUL25100PE,ABFRL,2025-07-31,25100.0,2600,OPTSTK,NFO,5.000000,PE
63175,ABFRL31JUL2581PE,ABFRL,2025-07-31,2581.0,2600,OPTSTK,NFO,5.000000,PE
63184,ABFRL31JUL2584CE,ABFRL,2025-07-31,2584.0,2600,OPTSTK,NFO,5.000000,CE
63159,ABFRL31JUL2571PE,ABFRL,2025-07-31,2571.0,2600,OPTSTK,NFO,5.000000,PE
63161,ABFRL31JUL2572PE,ABFRL,2025-07-31,2572.0,2600,OPTSTK,NFO,5.000000,PE
63162,ABFRL31JUL2573CE,ABFRL,2025-07-31,2573.0,2600,OPTSTK,NFO,5.000000,CE
63163,ABFRL31JUL2573PE,ABFRL,2025-07-31,2573.0,2600,OPTSTK,NFO,5.000000,PE
63165,ABFRL31JUL2574PE,ABFRL,2025-07-31,2574.0,2600,OPTSTK,NFO,5.000000,PE
63176,ABFRL31JUL2582CE,ABFRL,2025-07-31,2582.0,2600,OPTSTK,NFO,5.000000,CE
63215,ABFRL31JUL2589PE,ABFRL,2025-07-31,2589.0,2600,OPTSTK,NFO,5.000000,PE
63138,ABFRL31JUL2566CE,ABFRL,2025-07-31,2566.0,2600,OPTSTK,NFO,5.000000,CE
63157,ABFRL31JUL2569PE,ABFRL,2025-07-31,2569.0,2600,OPTSTK,NFO,5.000000,PE
63174,ABFRL31JUL2581CE,ABFRL,2025-07-31,2581.0,2600,OPTSTK,NFO,5.000000,CE
