token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size,call_put
54212,BANKNIFTY31JUL2561300PE,BANKNIFTY,2025-07-31,561300.0,35,OPTIDX,NFO,5.000000,PE
54213,BANKNIFTY31JUL2561400CE,BANKNIFTY,2025-07-31,561400.0,35,OPTIDX,NFO,5.000000,CE
54224,BANKNIFTY31JUL2561900PE,BANKNIFTY,2025-07-31,561900.0,35,OPTIDX,NFO,5.000000,PE
54291,BANKNIFTY31JUL2565000CE,BANKNIFTY,2025-07-31,565000.0,35,OPTIDX,NFO,5.000000,CE
53774,BANKNIFTY31JUL2548500PE,BANKNIFTY,2025-07-31,548500.0,35,OPTIDX,NFO,5.000000,PE
53775,BANKNIFTY31JUL2548600CE,BANKNIFTY,2025-07-31,548600.0,35,OPTIDX,NFO,5.000000,CE
53813,BANKNIFTY31JUL2549300CE,BANKNIFTY,2025-07-31,549300.0,35,OPTIDX,NFO,5.000000,CE
53818,BANKNIFTY31JUL2549400PE,BANKNIFTY,2025-07-31,549400.0,35,OPTIDX,NFO,5.000000,PE
53866,BANKNIFTY31JUL2550400CE,BANKNIFTY,2025-07-31,550400.0,35,OPTIDX,NFO,5.000000,CE
53880,BANKNIFTY31JUL2550800CE,BANKNIFTY,2025-07-31,550800.0,35,OPTIDX,NFO,5.000000,CE
53887,BANKNIFTY31JUL2551000CE,BANKNIFTY,2025-07-31,551000.0,35,OPTIDX,NFO,5.000000,CE
53903,BANKNIFTY31JUL2551400PE,BANKNIFTY,2025-07-31,551400.0,35,OPTIDX,NFO,5.000000,PE
53972,BANKNIFTY31JUL2552400PE,BANKNIFTY,2025-07-31,552400.0,35,OPTIDX,NFO,5.000000,PE
53980,BANKNIFTY31JUL2552800PE,BANKNIFTY,2025-07-31,552800.0,35,OPTIDX,NFO,5.000000,PE
54018,BANKNIFTY31JUL2554000PE,BANKNIFTY,2025-07-31,554000.0,35,OPTIDX,NFO,5.000000,PE
54028,BANKNIFTY31JUL2554300PE,BANKNIFTY,2025-07-31,554300.0,35,OPTIDX,NFO,5.000000,PE
54032,BANKNIFTY31JUL2554500PE,BANKNIFTY,2025-07-31,554500.0,35,OPTIDX,NFO,5.000000,PE
54039,BANKNIFTY31JUL2554900CE,BANKNIFTY,2025-07-31,554900.0,35,OPTIDX,NFO,5.000000,CE
54043,BANKNIFTY31JUL2555100CE,BANKNIFTY,2025-07-31,555100.0,35,OPTIDX,NFO,5.000000,CE
54050,BANKNIFTY31JUL2555400PE,BANKNIFTY,2025-07-31,555400.0,35,OPTIDX,NFO,5.000000,PE
54054,BANKNIFTY31JUL2555600CE,BANKNIFTY,2025-07-31,555600.0,35,OPTIDX,NFO,5.000000,CE
54079,BANKNIFTY31JUL2556500CE,BANKNIFTY,2025-07-31,556500.0,35,OPTIDX,NFO,5.000000,CE
54089,BANKNIFTY31JUL2556900CE,BANKNIFTY,2025-07-31,556900.0,35,OPTIDX,NFO,5.000000,CE
54102,BANKNIFTY31JUL2557500PE,BANKNIFTY,2025-07-31,557500.0,35,OPTIDX,NFO,5.000000,PE
54113,BANKNIFTY31JUL2557900CE,BANKNIFTY,2025-07-31,557900.0,35,OPTIDX,NFO,5.000000,CE
54114,BANKNIFTY31JUL2557900PE,BANKNIFTY,2025-07-31,557900.0,35,OPTIDX,NFO,5.000000,PE
54147,BANKNIFTY31JUL2559300CE,BANKNIFTY,2025-07-31,559300.0,35,OPTIDX,NFO,5.000000,CE
54152,BANKNIFTY31JUL2559500PE,BANKNIFTY,2025-07-31,559500.0,35,OPTIDX,NFO,5.000000,PE
54174,BANKNIFTY31JUL2560000PE,BANKNIFTY,2025-07-31,560000.0,35,OPTIDX,NFO,5.000000,PE
54209,BANKNIFTY31JUL2561200CE,BANKNIFTY,2025-07-31,561200.0,35,OPTIDX,NFO,5.000000,CE
54214,BANKNIFTY31JUL2561400PE,BANKNIFTY,2025-07-31,561400.0,35,OPTIDX,NFO,5.000000,PE
54229,BANKNIFTY31JUL2562200CE,BANKNIFTY,2025-07-31,562200.0,35,OPTIDX,NFO,5.000000,CE
54231,BANKNIFTY31JUL2562300CE,BANKNIFTY,2025-07-31,562300.0,35,OPTIDX,NFO,5.000000,CE
54234,BANKNIFTY31JUL2562300PE,BANKNIFTY,2025-07-31,562300.0,35,OPTIDX,NFO,5.000000,PE
54271,BANKNIFTY31JUL2564000CE,BANKNIFTY,2025-07-31,564000.0,35,OPTIDX,NFO,5.000000,CE
53731,BANKNIFTY31JUL2547500CE,BANKNIFTY,2025-07-31,547500.0,35,OPTIDX,NFO,5.000000,CE
53811,BANKNIFTY31JUL2549200PE,BANKNIFTY,2025-07-31,549200.0,35,OPTIDX,NFO,5.000000,PE
53857,BANKNIFTY31JUL2550000CE,BANKNIFTY,2025-07-31,550000.0,35,OPTIDX,NFO,5.000000,CE
53859,BANKNIFTY31JUL2550100CE,BANKNIFTY,2025-07-31,550100.0,35,OPTIDX,NFO,5.000000,CE
53870,BANKNIFTY31JUL2550400PE,BANKNIFTY,2025-07-31,550400.0,35,OPTIDX,NFO,5.000000,PE
53905,BANKNIFTY31JUL2551500PE,BANKNIFTY,2025-07-31,551500.0,35,OPTIDX,NFO,5.000000,PE
53917,BANKNIFTY31JUL2551800CE,BANKNIFTY,2025-07-31,551800.0,35,OPTIDX,NFO,5.000000,CE
54000,BANKNIFTY31JUL2553400PE,BANKNIFTY,2025-07-31,553400.0,35,OPTIDX,NFO,5.000000,PE
54034,BANKNIFTY31JUL2554600PE,BANKNIFTY,2025-07-31,554600.0,35,OPTIDX,NFO,5.000000,PE
54036,BANKNIFTY31JUL2554700PE,BANKNIFTY,2025-07-31,554700.0,35,OPTIDX,NFO,5.000000,PE
54051,BANKNIFTY31JUL2555500CE,BANKNIFTY,2025-07-31,555500.0,35,OPTIDX,NFO,5.000000,CE
54053,BANKNIFTY31JUL2555500PE,BANKNIFTY,2025-07-31,555500.0,35,OPTIDX,NFO,5.000000,PE
54056,BANKNIFTY31JUL2555600PE,BANKNIFTY,2025-07-31,555600.0,35,OPTIDX,NFO,5.000000,PE
54067,BANKNIFTY31JUL2556000CE,BANKNIFTY,2025-07-31,556000.0,35,OPTIDX,NFO,5.000000,CE
54073,BANKNIFTY31JUL2556300CE,BANKNIFTY,2025-07-31,556300.0,35,OPTIDX,NFO,5.000000,CE
54082,BANKNIFTY31JUL2556600PE,BANKNIFTY,2025-07-31,556600.0,35,OPTIDX,NFO,5.000000,PE
54086,BANKNIFTY31JUL2556700PE,BANKNIFTY,2025-07-31,556700.0,35,OPTIDX,NFO,5.000000,PE
54104,BANKNIFTY31JUL2557600PE,BANKNIFTY,2025-07-31,557600.0,35,OPTIDX,NFO,5.000000,PE
54115,BANKNIFTY31JUL2558000CE,BANKNIFTY,2025-07-31,558000.0,35,OPTIDX,NFO,5.000000,CE
54117,BANKNIFTY31JUL2558100CE,BANKNIFTY,2025-07-31,558100.0,35,OPTIDX,NFO,5.000000,CE
54146,BANKNIFTY31JUL2559200PE,BANKNIFTY,2025-07-31,559200.0,35,OPTIDX,NFO,5.000000,PE
54148,BANKNIFTY31JUL2559300PE,BANKNIFTY,2025-07-31,559300.0,35,OPTIDX,NFO,5.000000,PE
54161,BANKNIFTY31JUL2559800CE,BANKNIFTY,2025-07-31,559800.0,35,OPTIDX,NFO,5.000000,CE
54173,BANKNIFTY31JUL2560000CE,BANKNIFTY,2025-07-31,560000.0,35,OPTIDX,NFO,5.000000,CE
54175,BANKNIFTY31JUL2560100CE,BANKNIFTY,2025-07-31,560100.0,35,OPTIDX,NFO,5.000000,CE
54177,BANKNIFTY31JUL2560200CE,BANKNIFTY,2025-07-31,560200.0,35,OPTIDX,NFO,5.000000,CE
54182,BANKNIFTY31JUL2560400PE,BANKNIFTY,2025-07-31,560400.0,35,OPTIDX,NFO,5.000000,PE
54200,BANKNIFTY31JUL2561000PE,BANKNIFTY,2025-07-31,561000.0,35,OPTIDX,NFO,5.000000,PE
54215,BANKNIFTY31JUL2561500CE,BANKNIFTY,2025-07-31,561500.0,35,OPTIDX,NFO,5.000000,CE
54222,BANKNIFTY31JUL2561800PE,BANKNIFTY,2025-07-31,561800.0,35,OPTIDX,NFO,5.000000,PE
54242,BANKNIFTY31JUL2562500PE,BANKNIFTY,2025-07-31,562500.0,35,OPTIDX,NFO,5.000000,PE
54251,BANKNIFTY31JUL2563000CE,BANKNIFTY,2025-07-31,563000.0,35,OPTIDX,NFO,5.000000,CE
54272,BANKNIFTY31JUL2564000PE,BANKNIFTY,2025-07-31,564000.0,35,OPTIDX,NFO,5.000000,PE
54292,BANKNIFTY31JUL2565000PE,BANKNIFTY,2025-07-31,565000.0,35,OPTIDX,NFO,5.000000,PE
53690,BANKNIFTY31JUL2546500PE,BANKNIFTY,2025-07-31,546500.0,35,OPTIDX,NFO,5.000000,PE
53716,BANKNIFTY31JUL2547000PE,BANKNIFTY,2025-07-31,547000.0,35,OPTIDX,NFO,5.000000,PE
53780,BANKNIFTY31JUL2548600PE,BANKNIFTY,2025-07-31,548600.0,35,OPTIDX,NFO,5.000000,PE
53784,BANKNIFTY31JUL2548700CE,BANKNIFTY,2025-07-31,548700.0,35,OPTIDX,NFO,5.000000,CE
53796,BANKNIFTY31JUL2548900PE,BANKNIFTY,2025-07-31,548900.0,35,OPTIDX,NFO,5.000000,PE
53804,BANKNIFTY31JUL2549100CE,BANKNIFTY,2025-07-31,549100.0,35,OPTIDX,NFO,5.000000,CE
53843,BANKNIFTY31JUL2549700CE,BANKNIFTY,2025-07-31,549700.0,35,OPTIDX,NFO,5.000000,CE
53893,BANKNIFTY31JUL2551200CE,BANKNIFTY,2025-07-31,551200.0,35,OPTIDX,NFO,5.000000,CE
53908,BANKNIFTY31JUL2551600PE,BANKNIFTY,2025-07-31,551600.0,35,OPTIDX,NFO,5.000000,PE
53910,BANKNIFTY31JUL2551700CE,BANKNIFTY,2025-07-31,551700.0,35,OPTIDX,NFO,5.000000,CE
53920,BANKNIFTY31JUL2551800PE,BANKNIFTY,2025-07-31,551800.0,35,OPTIDX,NFO,5.000000,PE
53939,BANKNIFTY31JUL2552100CE,BANKNIFTY,2025-07-31,552100.0,35,OPTIDX,NFO,5.000000,CE
53957,BANKNIFTY31JUL2552300CE,BANKNIFTY,2025-07-31,552300.0,35,OPTIDX,NFO,5.000000,CE
53975,BANKNIFTY31JUL2552600CE,BANKNIFTY,2025-07-31,552600.0,35,OPTIDX,NFO,5.000000,CE
54003,BANKNIFTY31JUL2553600CE,BANKNIFTY,2025-07-31,553600.0,35,OPTIDX,NFO,5.000000,CE
54030,BANKNIFTY31JUL2554400PE,BANKNIFTY,2025-07-31,554400.0,35,OPTIDX,NFO,5.000000,PE
54038,BANKNIFTY31JUL2554800PE,BANKNIFTY,2025-07-31,554800.0,35,OPTIDX,NFO,5.000000,PE
54070,BANKNIFTY31JUL2556100PE,BANKNIFTY,2025-07-31,556100.0,35,OPTIDX,NFO,5.000000,PE
54087,BANKNIFTY31JUL2556800CE,BANKNIFTY,2025-07-31,556800.0,35,OPTIDX,NFO,5.000000,CE
54095,BANKNIFTY31JUL2557200CE,BANKNIFTY,2025-07-31,557200.0,35,OPTIDX,NFO,5.000000,CE
54121,BANKNIFTY31JUL2558300CE,BANKNIFTY,2025-07-31,558300.0,35,OPTIDX,NFO,5.000000,CE
54138,BANKNIFTY31JUL2558800PE,BANKNIFTY,2025-07-31,558800.0,35,OPTIDX,NFO,5.000000,PE
54143,BANKNIFTY31JUL2559100CE,BANKNIFTY,2025-07-31,559100.0,35,OPTIDX,NFO,5.000000,CE
54180,BANKNIFTY31JUL2560300PE,BANKNIFTY,2025-07-31,560300.0,35,OPTIDX,NFO,5.000000,PE
54192,BANKNIFTY31JUL2560800PE,BANKNIFTY,2025-07-31,560800.0,35,OPTIDX,NFO,5.000000,PE
54281,BANKNIFTY31JUL2564500CE,BANKNIFTY,2025-07-31,564500.0,35,OPTIDX,NFO,5.000000,CE
53816,BANKNIFTY31JUL2549400CE,BANKNIFTY,2025-07-31,549400.0,35,OPTIDX,NFO,5.000000,CE
53842,BANKNIFTY31JUL2549600PE,BANKNIFTY,2025-07-31,549600.0,35,OPTIDX,NFO,5.000000,PE
53847,BANKNIFTY31JUL2549800CE,BANKNIFTY,2025-07-31,549800.0,35,OPTIDX,NFO,5.000000,CE
53855,BANKNIFTY31JUL2549900CE,BANKNIFTY,2025-07-31,549900.0,35,OPTIDX,NFO,5.000000,CE
53861,BANKNIFTY31JUL2550200CE,BANKNIFTY,2025-07-31,550200.0,35,OPTIDX,NFO,5.000000,CE
53871,BANKNIFTY31JUL2550500CE,BANKNIFTY,2025-07-31,550500.0,35,OPTIDX,NFO,5.000000,CE
53874,BANKNIFTY31JUL2550600PE,BANKNIFTY,2025-07-31,550600.0,35,OPTIDX,NFO,5.000000,PE
53876,BANKNIFTY31JUL2550700PE,BANKNIFTY,2025-07-31,550700.0,35,OPTIDX,NFO,5.000000,PE
53894,BANKNIFTY31JUL2551200PE,BANKNIFTY,2025-07-31,551200.0,35,OPTIDX,NFO,5.000000,PE
53907,BANKNIFTY31JUL2551600CE,BANKNIFTY,2025-07-31,551600.0,35,OPTIDX,NFO,5.000000,CE
53916,BANKNIFTY31JUL2551700PE,BANKNIFTY,2025-07-31,551700.0,35,OPTIDX,NFO,5.000000,PE
53953,BANKNIFTY31JUL2552100PE,BANKNIFTY,2025-07-31,552100.0,35,OPTIDX,NFO,5.000000,PE
53954,BANKNIFTY31JUL2552200CE,BANKNIFTY,2025-07-31,552200.0,35,OPTIDX,NFO,5.000000,CE
53992,BANKNIFTY31JUL2553300PE,BANKNIFTY,2025-07-31,553300.0,35,OPTIDX,NFO,5.000000,PE
54015,BANKNIFTY31JUL2554000CE,BANKNIFTY,2025-07-31,554000.0,35,OPTIDX,NFO,5.000000,CE
54022,BANKNIFTY31JUL2554100PE,BANKNIFTY,2025-07-31,554100.0,35,OPTIDX,NFO,5.000000,PE
54029,BANKNIFTY31JUL2554400CE,BANKNIFTY,2025-07-31,554400.0,35,OPTIDX,NFO,5.000000,CE
54035,BANKNIFTY31JUL2554700CE,BANKNIFTY,2025-07-31,554700.0,35,OPTIDX,NFO,5.000000,CE
54037,BANKNIFTY31JUL2554800CE,BANKNIFTY,2025-07-31,554800.0,35,OPTIDX,NFO,5.000000,CE
54069,BANKNIFTY31JUL2556100CE,BANKNIFTY,2025-07-31,556100.0,35,OPTIDX,NFO,5.000000,CE
54093,BANKNIFTY31JUL2557100CE,BANKNIFTY,2025-07-31,557100.0,35,OPTIDX,NFO,5.000000,CE
54096,BANKNIFTY31JUL2557200PE,BANKNIFTY,2025-07-31,557200.0,35,OPTIDX,NFO,5.000000,PE
54119,BANKNIFTY31JUL2558200CE,BANKNIFTY,2025-07-31,558200.0,35,OPTIDX,NFO,5.000000,CE
54140,BANKNIFTY31JUL2558900PE,BANKNIFTY,2025-07-31,558900.0,35,OPTIDX,NFO,5.000000,PE
54149,BANKNIFTY31JUL2559400CE,BANKNIFTY,2025-07-31,559400.0,35,OPTIDX,NFO,5.000000,CE
54156,BANKNIFTY31JUL2559600PE,BANKNIFTY,2025-07-31,559600.0,35,OPTIDX,NFO,5.000000,PE
54157,BANKNIFTY31JUL2559700CE,BANKNIFTY,2025-07-31,559700.0,35,OPTIDX,NFO,5.000000,CE
54167,BANKNIFTY31JUL2559800PE,BANKNIFTY,2025-07-31,559800.0,35,OPTIDX,NFO,5.000000,PE
54178,BANKNIFTY31JUL2560200PE,BANKNIFTY,2025-07-31,560200.0,35,OPTIDX,NFO,5.000000,PE
54193,BANKNIFTY31JUL2560900CE,BANKNIFTY,2025-07-31,560900.0,35,OPTIDX,NFO,5.000000,CE
54198,BANKNIFTY31JUL2560900PE,BANKNIFTY,2025-07-31,560900.0,35,OPTIDX,NFO,5.000000,PE
54201,BANKNIFTY31JUL2561100CE,BANKNIFTY,2025-07-31,561100.0,35,OPTIDX,NFO,5.000000,CE
54218,BANKNIFTY31JUL2561600PE,BANKNIFTY,2025-07-31,561600.0,35,OPTIDX,NFO,5.000000,PE
54220,BANKNIFTY31JUL2561700PE,BANKNIFTY,2025-07-31,561700.0,35,OPTIDX,NFO,5.000000,PE
54225,BANKNIFTY31JUL2562000CE,BANKNIFTY,2025-07-31,562000.0,35,OPTIDX,NFO,5.000000,CE
54228,BANKNIFTY31JUL2562100PE,BANKNIFTY,2025-07-31,562100.0,35,OPTIDX,NFO,5.000000,PE
54230,BANKNIFTY31JUL2562200PE,BANKNIFTY,2025-07-31,562200.0,35,OPTIDX,NFO,5.000000,PE
54241,BANKNIFTY31JUL2562500CE,BANKNIFTY,2025-07-31,562500.0,35,OPTIDX,NFO,5.000000,CE
54261,BANKNIFTY31JUL2563500CE,BANKNIFTY,2025-07-31,563500.0,35,OPTIDX,NFO,5.000000,CE
54282,BANKNIFTY31JUL2564500PE,BANKNIFTY,2025-07-31,564500.0,35,OPTIDX,NFO,5.000000,PE
53788,BANKNIFTY31JUL2548800CE,BANKNIFTY,2025-07-31,548800.0,35,OPTIDX,NFO,5.000000,CE
53810,BANKNIFTY31JUL2549200CE,BANKNIFTY,2025-07-31,549200.0,35,OPTIDX,NFO,5.000000,CE
53828,BANKNIFTY31JUL2549500PE,BANKNIFTY,2025-07-31,549500.0,35,OPTIDX,NFO,5.000000,PE
53846,BANKNIFTY31JUL2549700PE,BANKNIFTY,2025-07-31,549700.0,35,OPTIDX,NFO,5.000000,PE
53854,BANKNIFTY31JUL2549800PE,BANKNIFTY,2025-07-31,549800.0,35,OPTIDX,NFO,5.000000,PE
53856,BANKNIFTY31JUL2549900PE,BANKNIFTY,2025-07-31,549900.0,35,OPTIDX,NFO,5.000000,PE
53862,BANKNIFTY31JUL2550200PE,BANKNIFTY,2025-07-31,550200.0,35,OPTIDX,NFO,5.000000,PE
53873,BANKNIFTY31JUL2550600CE,BANKNIFTY,2025-07-31,550600.0,35,OPTIDX,NFO,5.000000,CE
53933,BANKNIFTY31JUL2552000PE,BANKNIFTY,2025-07-31,552000.0,35,OPTIDX,NFO,5.000000,PE
53965,BANKNIFTY31JUL2552300PE,BANKNIFTY,2025-07-31,552300.0,35,OPTIDX,NFO,5.000000,PE
53985,BANKNIFTY31JUL2553100CE,BANKNIFTY,2025-07-31,553100.0,35,OPTIDX,NFO,5.000000,CE
53993,BANKNIFTY31JUL2553400CE,BANKNIFTY,2025-07-31,553400.0,35,OPTIDX,NFO,5.000000,CE
54007,BANKNIFTY31JUL2553600PE,BANKNIFTY,2025-07-31,553600.0,35,OPTIDX,NFO,5.000000,PE
54010,BANKNIFTY31JUL2553700PE,BANKNIFTY,2025-07-31,553700.0,35,OPTIDX,NFO,5.000000,PE
54019,BANKNIFTY31JUL2554100CE,BANKNIFTY,2025-07-31,554100.0,35,OPTIDX,NFO,5.000000,CE
54059,BANKNIFTY31JUL2555700CE,BANKNIFTY,2025-07-31,555700.0,35,OPTIDX,NFO,5.000000,CE
54061,BANKNIFTY31JUL2555800CE,BANKNIFTY,2025-07-31,555800.0,35,OPTIDX,NFO,5.000000,CE
54063,BANKNIFTY31JUL2555900CE,BANKNIFTY,2025-07-31,555900.0,35,OPTIDX,NFO,5.000000,CE
54071,BANKNIFTY31JUL2556200CE,BANKNIFTY,2025-07-31,556200.0,35,OPTIDX,NFO,5.000000,CE
54088,BANKNIFTY31JUL2556800PE,BANKNIFTY,2025-07-31,556800.0,35,OPTIDX,NFO,5.000000,PE
54091,BANKNIFTY31JUL2557000CE,BANKNIFTY,2025-07-31,557000.0,35,OPTIDX,NFO,5.000000,CE
